link_id,onstreet,longitude,latitude,direction,postmile,affected_numberof_lanes
717603,SR-134,-118.164775,34.145903,3,12.78,5
717606,SR-134,-118.157609,34.148392,2,13.18,4
717608,SR-170,-118.388123,34.171543,1,15.96,4
717610,SR-170,-118.394969,34.17886,1,16.6,4
717612,SR-170,-118.400909,34.18548,1,17.16,4
717613,SR-170,-118.409691,34.219734,1,19.62,3
717614,SR-170,-118.410212,34.22951,1,20.27,3
717615,I-210,-118.171905,34.182685,3,22.32,4
717617,I-210,-118.169477,34.181331,2,22.62,4
717620,I-210,-118.161336,34.175564,2,23.16,4
717622,I-210,-118.16229,34.176541,3,23.02,4
717624,I-210,-118.158107,34.164105,3,23.92,5
717625,I-210,-118.158424,34.163747,2,24.18,4
717627,I-210,-118.155972,34.151758,3,24.92,3
717628,I-210,-118.15621,34.151678,2,24.83,1
717631,I-210,-118.150673,34.151527,2,25.14,4
717633,I-210,-118.141685,34.15163,2,25.74,6
717634,I-210,-118.135003,34.151995,3,26.14,5
717635,I-210,-118.12949,34.151618,2,26.49,5
717637,I-210,-118.121114,34.152486,3,26.82,5
717638,I-210,-118.118514,34.152167,2,27.16,5
717640,I-210,-118.110887,34.152279,2,27.65,5
717642,I-210,-118.101588,34.152702,3,28.05,5
717644,I-210,-118.096858,34.152732,3,28.29,5
717646,I-210,-118.091999,34.151824,2,28.7,5
717649,I-210,-118.082931,34.147956,3,29.19,5
717650,I-210,-118.081328,34.147547,2,29.46,5
717653,I-210,-118.074059,34.148464,3,29.59,5
717654,I-210,-118.073646,34.148147,2,29.74,4
717659,I-210,-118.065789,34.148562,2,30.01,4
717660,I-710,-118.178368,33.918086,0,16.1,4
717661,I-210,-118.066217,34.148892,3,29.85,4
717663,I-210,-118.053296,34.148978,3,30.49,4
717664,I-210,-118.048788,34.149019,3,30.71,4
717667,I-210,-118.048233,34.148676,2,30.95,4
717669,I-210,-118.03456,34.148401,3,31.73,4
717672,I-210,-118.030068,34.147168,2,32.06,4
717673,I-210,-117.959305,34.134883,3,36.3,4
717674,I-210,-117.935069,34.129584,3,37.78,4
717675,I-210,-117.932244,34.130273,3,37.92,4
717676,I-210,-117.916431,34.126818,3,38.87,4
717678,I-210,-117.908303,34.120782,3,39.52,4
717682,I-210,-117.906221,34.120726,3,39.62,4
717684,I-210,-117.905131,34.120615,2,39.71,4
717685,I-210,-117.894995,34.12109,3,40.26,4
717686,I-210,-117.874748,34.120848,3,41.5,4
717688,I-210,-117.870912,34.120621,3,41.68,4
717692,I-210,-117.869781,34.120201,2,41.69,4
717694,I-210,-117.846913,34.117711,3,43.1,4
717696,I-405,-118.099304,33.790729,0,0.6,4
717697,I-405,-118.099432,33.790526,1,0.6,4
717699,I-405,-118.105627,33.795142,1,0.9,4
717701,I-405,-118.114881,33.802146,0,1.73,4
717703,I-405,-118.126315,33.80288,0,2.45,4
717706,I-405,-118.141043,33.805328,0,3.28,5
717709,I-405,-118.145379,33.806351,0,3.44,5
717710,I-405,-118.151232,33.807002,1,3.82,5
717713,I-405,-118.16669,33.813355,0,4.81,4
717715,I-405,-118.170657,33.814339,0,4.92,4
717717,I-405,-118.174658,33.814416,0,5.46,5
717719,I-405,-118.182691,33.814706,0,5.99,5
717723,I-405,-118.201233,33.824645,0,7.22,4
717724,I-405,-118.200267,33.823917,1,7.22,4
717727,I-405,-118.213846,33.82586,0,8.02,4
717729,I-405,-118.226767,33.82554,0,8.69,5
717176,I-10,-117.944459,34.072102,3,34.36,4
717179,I-10,-117.943655,34.071947,2,34.44,4
717187,I-10,-117.928162,34.072428,3,35.36,4
717190,I-10,-117.924531,34.072201,2,35.5,4
717192,I-10,-117.926048,34.072415,3,35.45,4
717195,I-10,-117.908767,34.072071,2,36.46,4
717196,I-10,-117.909211,34.072256,3,36.41,4
717198,I-10,-117.905548,34.072042,2,36.56,4
717200,I-10,-117.906087,34.072228,3,36.53,4
717202,I-10,-117.891576,34.072049,3,37.43,4
717205,I-10,-117.888404,34.071856,2,37.59,4
717207,I-10,-117.890051,34.072039,3,37.52,4
717209,I-10,-117.882663,34.071983,3,37.92,4
717211,I-10,-117.87927,34.07194,3,38.07,4
717214,I-10,-117.873714,34.071698,2,38.48,5
717216,I-10,-117.874295,34.071895,3,38.39,4
717219,I-10,-117.865775,34.070753,2,38.95,5
717220,I-10,-117.865397,34.070825,3,38.89,4
717224,I-10,-117.863369,34.069775,3,39.05,4
717226,I-10,-117.841567,34.069004,3,40.35,4
717229,I-10,-117.835528,34.067566,2,40.7,5
717230,I-10,-117.830909,34.065883,2,41.2,5
717232,I-10,-117.822445,34.063656,2,41.6,5
717235,I-10,-117.816375,34.063811,3,41.98,4
717236,I-10,-117.816375,34.063642,2,41.98,5
717238,I-10,-117.801171,34.067757,3,42.76,4
717240,I-10,-117.788077,34.072823,3,43.52,4
717241,I-10,-117.785536,34.072783,2,43.76,4
717243,I-10,-117.780247,34.072783,2,44.13,4
717245,I-10,-117.768334,34.071692,3,44.68,4
717246,I-10,-117.761477,34.070992,3,45.16,4
717247,I-10,-117.761462,34.070795,2,45.16,4
717249,I-10,-117.753041,34.073634,3,45.62,4
717251,I-10,-117.748791,34.075158,2,46.01,4
717252,I-10,-117.745221,34.076827,3,46.22,4
717254,I-10,-117.739628,34.078924,2,46.56,4
717258,I-10,-117.722749,34.08179,3,47.6,4
717260,I-10,-117.716785,34.081715,2,47.87,4
717262,SR-60,-118.216164,34.029257,2,0.52,3
717263,SR-60,-118.199664,34.029543,3,1.53,5
717264,SR-60,-118.197377,34.029905,2,1.56,5
717265,SR-60,-118.190467,34.031544,2,2.05,5
717268,SR-60,-118.185706,34.031643,2,2.46,5
717269,SR-60,-118.18327,34.032336,3,2.52,5
717270,SR-60,-118.171374,34.035504,3,2.99,4
717273,SR-60,-118.151905,34.035848,2,4.35,5
717274,SR-60,-118.152255,34.036152,3,4.35,6
717277,SR-60,-118.148565,34.034594,3,4.53,5
717279,SR-60,-118.148072,34.034119,2,4.56,6
717281,SR-60,-118.138757,34.033137,3,4.94,5
717282,SR-60,-118.095008,34.0358,3,7.6,5
717285,SR-60,-118.093959,34.035722,2,7.74,4
717288,SR-60,-118.091512,34.036465,3,7.81,5
717290,SR-60,-118.090015,34.036668,2,7.91,4
717292,SR-60,-118.081883,34.038868,2,8.52,4
717294,SR-60,-118.080655,34.039584,3,8.58,5
717296,SR-60,-118.065308,34.041208,2,9.46,4
717298,SR-60,-118.066802,34.041384,3,9.39,5
717300,SR-60,-118.061096,34.041382,3,9.54,5
717301,SR-60,-118.062511,34.041185,2,9.61,5
717303,SR-60,-118.055183,34.04026,2,10.13,5
717306,SR-60,-118.055781,34.040572,3,10.1,5
717308,SR-60,-118.051695,34.039642,2,10.26,5
717312,SR-60,-118.03888,34.037393,2,10.98,5
717315,SR-60,-118.037261,34.037355,3,11,5
717316,SR-60,-118.028125,34.034557,3,11.57,4
1209558,241,-117.603293,33.644379,0,18.7,2
1212391,261,-117.763079,33.753438,1,3.79,2
1209276,405,-117.963048,33.712423,1,14.31,4
1211539,241,-117.716537,33.826575,1,36.43,3
1212405,261,-117.760484,33.759378,0,4.46,3
1212407,261,-117.761905,33.75785,1,4.14,2
1211624,241,-117.716551,33.852473,0,37.88,4
1201406,405,-117.864352,33.685814,1,8.03,6
1202949,22,-117.862814,33.778224,2,11.34,3
1216202,241,-117.748574,33.781538,1,32.81,2
1216530,5,-118.002677,33.868696,1,43.89,5
1209578,241,-117.606113,33.647866,1,18.8,2
1204472,5,-117.672643,33.548726,0,13.05,4
1201292,405,-117.831562,33.672315,1,5.98,6
1210478,73,-117.701191,33.569813,0,3.14,3
1214939,22,-117.984644,33.770768,3,4.02,4
1202053,57,-117.878217,33.794619,0,12.35,5
1216059,241,-117.667297,33.673448,1,22.91,3
1204665,5,-117.721669,33.629338,1,19.9,6
1203239,55,-117.833989,33.72977,1,9.84,4
1202917,22,-117.871535,33.778407,3,10.8,3
1208944,73,-117.695728,33.565394,0,2.52,3
1212463,73,-117.877728,33.664651,0,15.65,4
1211509,241,-117.745079,33.77422,0,32.29,2
1212382,261,-117.764038,33.748012,0,3.51,3
1216119,241,-117.720735,33.719298,1,27.53,2
819484,210,-117.438699,34.136434,2,14.75,1
801530,91,-117.418051,33.928097,2,15.83,3
822400,215,-117.180575,33.558493,0,1.16,3
801241,10,-117.671625,34.087395,3,2.26,4
814506,210,-117.449463,34.136185,2,14.15,3
809117,210,-117.533916,34.13634,2,9.4,3
806025,215,-117.295412,34.075007,1,42.16,5
822098,15,-116.014865,35.303541,1,194.24,3
812776,71,-117.691328,33.969849,0,4.69,3
817764,15,-117.356324,33.70541,1,23.68,3
801556,91,-117.377886,33.960511,2,19.11,3
819061,10,-117.002023,33.944205,3,44.76,3
1204586,5,-117.692841,33.606104,0,17.63,6
1210173,55,-117.877876,33.681533,1,5.51,4
1201197,405,-117.796767,33.663508,1,3.8,4
1211531,241,-117.716372,33.824599,1,36.14,3
1216048,241,-117.664873,33.672773,0,22.71,3
1208226,91,-117.702027,33.87083,2,20.68,5
1203799,91,-117.898072,33.854051,3,8.4,4
1215987,241,-117.712565,33.704612,0,26.4,4
1202724,22,-117.970863,33.76588,3,4.98,4
1212372,261,-117.765993,33.743151,0,3.16,3
1212484,73,-117.892753,33.68056,1,17.15,3
1211725,133,-117.742255,33.69023,1,11.33,2
1202720,22,-117.97086,33.765714,2,4.98,4
1201076,133,-117.755777,33.66033,0,9.08,3
1211629,241,-117.717854,33.840219,1,37.12,4
1212333,261,-117.778119,33.72742,0,1.75,2
1210571,73,-117.834794,33.628384,0,12.2,4
1203331,55,-117.831079,33.758405,0,11.72,4
1209076,405,-117.813895,33.666719,0,4.82,4
1203035,55,-117.905736,33.654669,0,3.07,4
1216019,241,-117.672327,33.676288,0,23.3,3
1216070,241,-117.684453,33.68805,0,24.26,3
1202322,57,-117.880676,33.886973,1,18.85,5
770824,SR-101,-118.966619,34.20071,1,9.25,1
716930,I-5,-118.165204,34.013057,1,13.35,4
716933,I-5,-118.181773,34.020085,0,14.35,5
764304,SR-14,-118.473468,34.391822,0,29.98,3
764311,SR-14,-118.45589,34.402166,1,30.72,3
716081,I-10,-118.174805,34.059816,2,20.79,4
716920,I-5,-118.12551,33.975894,1,9.87,4
760643,I-110,-118.265731,34.048503,1,22.31,4
771071,SR-126,-119.20945,34.271872,3,1.47,1
769430,SR-101,-118.456575,34.158178,1,16.4,5
769431,SR-101,-118.456642,34.158425,0,16.4,5
769443,SR-101,-118.439307,34.155741,0,15.3,5
761541,I-405,-118.370525,33.912963,1,20.3,4
761552,I-405,-118.369447,33.92018,1,20.6,4
771553,SR-23,-118.856944,34.200218,1,5.09,3
771565,SR-23,-118.858088,34.198918,1,4.89,3
770076,I-210,-118.350879,34.271799,2,9.5,4
716484,I-110,-118.284633,33.881339,0,10.71,5
716485,I-110,-118.285123,33.881284,1,10.71,6
716490,I-110,-118.286499,33.909286,0,12.24,5
716491,I-110,-118.28672,33.909285,1,12.24,5
716494,I-110,-118.28379,33.919503,1,13.13,6
716500,I-110,-118.28016,33.951033,1,15.36,4
716551,SR-134,-118.273696,34.154346,3,6,4
716554,SR-134,-118.266601,34.155971,3,6.52,4
716571,SR-170,-118.403368,34.199999,1,18.19,4
716573,SR-170,-118.410651,34.223225,1,19.8,3
716626,I-405,-118.133982,33.802726,1,2.74,5
716660,I-405,-118.270493,33.846115,1,12.05,5
716663,I-405,-118.286876,33.858128,0,13.18,4
716670,I-405,-118.317951,33.862123,0,14.96,4
716674,I-405,-118.335421,33.867162,1,16,4
716689,I-405,-118.37029,33.907645,0,19.57,5
716694,I-405,-118.368733,33.922518,0,20.6,5
716714,I-405,-118.422478,34.017528,0,28.52,5
801329,15,-117.55727,33.915091,0,43.95,3
810266,210,-117.472049,34.136645,3,12.29,4
809287,210,-117.61489,34.134624,2,4.7,3
801341,60,-117.703325,34.030313,3,1.47,4
806027,215,-117.297669,34.080272,0,42.44,4
716934,I-5,-118.180934,34.019751,1,14.34,5
770905,SR-101,-119.151848,34.223629,1,20.95,1
765182,SR-101,-118.251255,34.064911,0,1.83,5
765265,I-405,-118.47395,34.185288,1,41.31,4
760361,I-105,-118.104177,33.91411,3,18.13,2
771054,SR-126,-118.90411,34.399186,2,21.14,1
771058,SR-126,-119.218629,34.270324,2,1.45,1
760869,SR-118,-118.79307,34.284977,3,22.86,3
764146,I-210,-118.029932,34.147358,3,31.91,4
716495,I-110,-118.283568,33.919359,0,13.13,4
716499,I-110,-118.279986,33.95106,0,15.36,4
759591,I-5,-118.268252,34.115212,0,23.86,4
807897,15,-117.549013,33.973851,1,48.06,3
801359,60,-117.646478,34.030638,3,4.78,4
816495,10,-117.241043,34.066745,3,27.42,4
805631,15,-117.548519,34.051592,0,53.46,5
819057,10,-117.034033,33.967418,3,42.31,3
819048,10,-117.063807,34.001042,2,39.36,3
772340,SR-101,-118.759416,34.145966,0,35.2,4
717014,I-10,-118.377978,34.036918,2,8.75,4
769054,I-5,-118.605706,34.443581,0,55.3,4
769055,I-5,-118.605937,34.443332,1,55.3,4
717831,I-605,-118.081256,33.809142,0,0.23,4
760452,I-105,-118.323993,33.925681,3,4.8,3
760473,I-105,-118.294691,33.928744,3,6.5,4
760481,I-105,-118.291268,33.928872,3,6.81,3
760496,I-105,-118.265353,33.927763,3,8.2,5
760512,I-105,-118.256864,33.928109,3,8.8,3
760535,I-105,-118.237486,33.928326,3,10.1,3
760558,I-105,-118.21204,33.926004,3,11.4,4
760568,I-105,-118.209015,33.924705,3,11.6,3
760599,I-105,-118.18726,33.914943,3,13.01,3
760606,I-105,-118.184731,33.91411,3,13.21,3
760635,I-110,-118.27049,34.045574,1,21.6,5
760650,I-110,-118.232562,34.075049,1,25,5
760686,SR-118,-118.855991,34.293104,2,19.34,2
819532,210,-117.57377,34.136251,3,7,3
819182,10,-117.024081,33.960709,3,43.06,3
801464,91,-117.594157,33.881533,2,4.84,4
806030,215,-117.300641,34.084834,0,42.84,4
821547,60,-117.462933,34.016546,3,15.46,5
816077,91,-117.359839,33.990955,3,21.59,5
801368,60,-117.61434,34.030419,2,6.7,4
822691,10,-115.711158,33.661546,2,125.24,2
806774,10,-117.59619,34.067504,2,6.98,4
801364,60,-117.624723,34.030268,2,6.04,4
801422,91,-117.656174,33.87887,2,1.13,4
806151,15,-117.538943,33.854126,0,39.22,4
818723,210,-117.37198,34.13594,2,18.53,3
801331,15,-117.556713,33.918889,0,44.17,3
801279,10,-117.57825,34.067624,3,8.08,4
801543,91,-117.391028,33.944955,3,17.84,3
814211,210,-117.416893,34.136028,2,16.16,3
821771,15,-117.408572,34.391072,0,84.12,4
801418,91,-117.658844,33.877839,3,1,5
1204672,5,-117.721489,33.629601,0,20,5
1209615,241,-117.639231,33.66226,1,20.54,2
1211829,5,-117.674079,33.542045,1,12.4,4
1210220,55,-117.888484,33.671754,1,4.58,4
1214882,22,-117.845687,33.775888,3,12.34,4
1210926,5,-117.658584,33.49711,0,9.15,4
770474,I-210,-118.309556,34.241025,3,12.5,4
770475,I-210,-118.309787,34.240832,2,12.5,4
770486,I-210,-118.302159,34.236043,3,13.4,4
770642,SR-101,-118.966623,34.20104,0,9.25,1
808210,15,-117.555663,33.939982,0,45.65,3
822116,15,-115.941638,35.349887,1,199.54,3
821632,71,-117.646075,33.888969,0,10.92,2
801527,91,-117.421198,33.926765,3,15.67,3
814526,210,-117.436872,34.136009,2,14.88,3
822133,15,-115.862992,35.382877,0,204.28,3
801402,60,-117.258496,33.94068,2,24.03,2
816194,210,-117.53933,34.137433,2,8.8,3
809036,210,-117.55705,34.136153,2,8,3
1202186,57,-117.876256,33.836744,1,15.32,5
1202885,22,-117.889848,33.778927,2,9.79,2
771080,SR-126,-119.005643,34.376347,3,17,1
718165,I-110,-118.274097,34.036779,0,21.36,3
718166,I-110,-118.274269,34.036846,1,21.36,3
718173,I-110,-118.255684,34.056528,1,23.05,3
718204,SR-134,-118.295749,34.155405,2,4.69,4
718210,I-210,-117.988056,34.13555,3,34.61,4
773774,I-605,-117.997446,34.08166,0,21.6,4
769292,SR-71,-117.745852,34.020555,0,2.1,2
770808,SR-101,-119.354255,34.311588,0,33.2,1
770811,SR-101,-119.441843,34.356911,0,40.26,1
718229,I-405,-118.138556,33.803664,1,2.97,5
718310,I-405,-118.467353,34.073625,1,33.04,4
766010,SR-118,-118.528831,34.277967,3,6.4,5
766012,SR-118,-118.528697,34.277638,2,6.4,4
716431,I-105,-118.265348,33.927433,2,8.2,4
761070,SR-170,-118.401793,34.188345,1,17.3,4
716328,SR-101,-118.253967,34.066637,1,2.08,4
716331,SR-101,-118.262465,34.07006,1,2.56,4
766046,SR-118,-118.51102,34.277686,2,7.4,4
718284,I-405,-118.368657,33.94296,1,22,4
770568,I-210,-118.158075,34.167922,3,23.81,4
770578,I-210,-118.158551,34.15748,2,24.46,4
770579,I-210,-118.158253,34.15759,3,24.46,4
770587,I-210,-118.446606,34.321633,2,2.75,3
716413,I-105,-118.338258,33.926832,3,4,4
716414,I-105,-118.335256,33.924817,2,4.2,4
716419,I-105,-118.31356,33.92522,2,5.5,4
716420,I-105,-118.313567,33.925722,3,5.5,4
716421,I-105,-118.300437,33.927104,2,6,4
1202464,57,-117.880028,33.927566,0,21.83,4
1210715,73,-117.806885,33.611431,0,10.4,3
1212346,261,-117.772557,33.734772,1,2.24,2
1203861,91,-117.874748,33.849409,3,9.97,3
1212489,73,-117.8944,33.682917,0,17.35,3
1201087,405,-117.744825,33.647243,1,0.54,5
1210696,73,-117.817683,33.61549,0,10.8,3
1216188,241,-117.736229,33.768148,1,31.54,3
1212496,73,-117.897632,33.686487,0,17.67,3
1211732,133,-117.745004,33.687006,1,11.06,2
1210582,73,-117.733531,33.587214,0,5.26,4
1211378,241,-117.731275,33.753491,0,30.33,3
1211395,241,-117.73199,33.764294,0,31.03,2
1210590,73,-117.741329,33.58811,0,5.7,4
1202691,22,-117.987854,33.770808,2,3.72,3
1203845,91,-117.877435,33.850786,3,9.82,3
1203931,91,-117.849933,33.849441,3,11.53,5
1202785,22,-117.929395,33.766023,2,7.28,4
1209091,405,-117.757472,33.650905,1,1.34,4
1211344,241,-117.717913,33.739893,1,28.97,2
1204695,5,-117.730195,33.638319,1,20.59,6
1210477,73,-117.698396,33.567592,0,2.83,3
1215965,22,-118.093757,33.774287,2,0.2,2
1202118,57,-117.8798,33.807735,0,13.41,4
716895,I-5,-118.120255,33.964333,1,8.93,4
716896,I-5,-118.021238,33.880076,0,0.71,4
716898,I-5,-118.026411,33.882713,1,1.06,3
716899,I-5,-118.027598,33.883515,0,1.11,3
716900,I-5,-118.033661,33.886797,0,1.56,3
1211266,241,-117.716725,33.70683,1,26.58,4
1204422,5,-117.658573,33.504025,0,9.69,4
1211310,241,-117.719433,33.723123,1,27.74,3
1210841,5,-117.600039,33.40871,1,0.9,4
1201923,405,-118.043977,33.774898,0,20.65,4
1203090,55,-117.874166,33.685185,0,5.87,3
1201066,133,-117.756711,33.658898,0,8.98,2
1202912,22,-117.882022,33.779098,3,10.23,3
1216195,241,-117.745724,33.774263,1,32.39,2
1203271,55,-117.833914,33.741688,1,10.48,3
1209070,405,-117.81397,33.66643,1,4.82,4
770910,SR-118,-118.936128,34.271793,2,14.35,1
717746,I-405,-118.318031,33.861935,1,14.96,4
771294,SR-23,-118.851109,34.205343,0,5.61,3
771295,SR-23,-118.851376,34.205506,1,5.61,3
768173,I-10,-117.998239,34.0652,2,31.3,4
764101,SR-170,-118.38246,34.164206,1,15.26,4
764106,SR-170,-118.388015,34.17169,0,15.96,4
737320,I-10,-118.222436,34.053447,2,0.18,3
763286,I-110,-118.28092,33.961279,1,16.16,4
718047,I-210,-117.829426,34.121133,3,44.1,4
718081,I-5,-118.062898,33.903555,0,3.72,3
718085,I-5,-118.16068,34.010838,1,13.02,4
769043,I-5,-118.602174,34.441345,1,55,4
717975,I-710,-118.186531,33.901673,1,14.73,6
771202,I-210,-118.333967,34.263878,2,10.2,4
771253,SR-23,-118.860183,34.180739,0,3.92,3
717821,I-405,-118.47361,34.201117,1,42.26,4
764185,SR-118,-118.709174,34.281689,2,27.81,3
764189,SR-118,-118.709176,34.281909,3,27.81,3
773258,SR-60,-118.168783,34.035708,2,3.4,4
773273,SR-60,-118.159741,34.036462,2,3.8,6
769042,I-5,-118.602277,34.441729,0,55,4
766153,SR-118,-118.429723,34.271654,2,12.3,4
717951,I-605,-117.998295,34.076847,1,20.88,4
718242,I-405,-118.185886,33.815581,1,6.15,5
716906,I-5,-118.062239,33.902649,1,3.62,3
1204682,5,-117.724507,33.6323,0,20.24,5
1210524,73,-117.850085,33.633508,0,13.2,4
1210706,73,-117.811664,33.611379,1,10.6,4
1209291,405,-117.980445,33.726695,0,15.64,4
1216170,241,-117.732041,33.760461,0,30.82,3
1210909,5,-117.615305,33.431561,1,2.78,5
1212611,5,-117.96459,33.847931,1,40.98,6
1202964,22,-117.855145,33.77631,2,11.77,3
1208976,5,-117.829919,33.7393,1,29.9,4
1202132,57,-117.876874,33.816113,1,13.94,4
1214715,22,-117.884519,33.778888,2,9.99,2
1214805,22,-117.941886,33.765951,2,6.6,4
1214806,22,-117.941885,33.766066,3,6.6,4
1214853,22,-118.02945,33.774269,2,1.4,3
1214854,22,-118.02947,33.77443,3,1.4,4
1214869,22,-118.017867,33.774231,2,2.06,3
1214871,22,-118.01787,33.774378,3,2.06,3
1214881,22,-117.845685,33.77574,2,12.34,5
1214894,22,-117.921033,33.767487,2,7.71,4
1214938,22,-117.984641,33.770627,2,4.02,4
1214954,22,-117.979218,33.769588,3,4.33,4
1214955,22,-117.979444,33.769412,2,4.33,4
1214972,22,-117.955869,33.765986,3,5.76,4
1214987,22,-117.951483,33.766035,3,6.04,4
1214988,22,-117.951479,33.765844,2,6.04,4
1215002,22,-117.947105,33.766069,3,6.33,4
1215003,22,-117.947091,33.765887,2,6.33,4
1215017,22,-117.9127,33.770443,2,8.29,4
1215018,22,-117.912824,33.770589,3,8.29,4
1215026,22,-117.838422,33.776676,2,12.79,4
1215043,22,-117.897411,33.778086,2,9.43,5
1215044,22,-117.897524,33.77825,3,9.43,5
1215091,22,-118.006387,33.77411,3,2.7,3
1215092,22,-118.006512,33.773961,2,2.7,3
1215236,22,-118.021114,33.774377,2,1.73,3
1215248,22,-118.021457,33.77449,3,1.73,4
1215250,22,-117.929672,33.766227,3,7.29,4
1215252,22,-117.929652,33.766026,2,7.29,4
1215809,55,-117.83102,33.766063,1,12.28,5
1215811,55,-117.830768,33.766064,0,12.28,5
1215822,241,-117.690786,33.691883,1,24.8,3
1215823,241,-117.690572,33.692213,0,24.8,3
1215963,22,-118.094063,33.774437,3,0.2,2
1215986,241,-117.712454,33.704691,1,26.4,4
1216001,241,-117.621513,33.653874,1,19.86,2
1216002,241,-117.621273,33.654359,0,19.86,3
1216006,241,-117.648606,33.666117,1,21.71,2
718259,I-405,-118.279909,33.853011,0,12.57,5
1216010,241,-117.653504,33.668147,1,22.12,2
1216018,241,-117.672685,33.676149,1,23.3,3
1216024,241,-117.706381,33.700781,1,25.82,3
812657,71,-117.705483,33.979427,1,3.74,3
812690,71,-117.660623,33.931002,1,7.96,2
812704,71,-117.658451,33.930144,0,8.03,2
812730,71,-117.66157,33.933313,0,7.78,2
812788,71,-117.690386,33.967959,1,4.88,3
812800,71,-117.689035,33.96768,0,4.9,3
812811,71,-117.688284,33.965727,1,5.08,3
812821,71,-117.675352,33.949728,0,6.35,2
812831,71,-117.673586,33.946014,1,6.71,2
813048,10,-117.526506,34.067614,3,11.03,4
813058,10,-117.525025,34.066812,2,11.09,4
813068,10,-117.523434,34.067932,3,11.16,4
813079,10,-117.514425,34.066934,2,11.03,4
813316,10,-117.439141,34.067075,3,16.25,4
813333,10,-117.431679,34.066958,2,16.35,4
813973,210,-117.323509,34.14043,2,21.4,3
813993,210,-117.403045,34.135758,2,16.5,3
813995,210,-117.302774,34.146028,3,23,3
814010,210,-117.390576,34.135569,2,17.68,3
814027,210,-117.392575,34.136482,3,17.25,3
814216,210,-117.419143,34.136668,3,15.73,3
814480,210,-117.435352,34.135348,2,14.93,3
814499,210,-117.457278,34.136818,3,13.66,3
814514,210,-117.438742,34.136458,3,14.75,3
814533,210,-117.437612,34.137277,3,14.9,3
814548,210,-117.336044,34.135031,3,20.54,3
814552,210,-117.335251,34.135916,2,20.76,3
814566,210,-117.368676,34.13571,2,18.88,3
815317,15,-117.550587,34.00434,1,49.78,4
815332,15,-117.550554,34.004368,1,50.18,3
815347,15,-117.549927,34.004365,0,50.08,3
816009,215,-117.342923,33.982557,1,34.12,3
816033,215,-117.335137,33.974795,1,33.43,3
816061,215,-117.327715,33.966703,1,32.73,4
816106,215,-117.311086,33.959602,1,31.4,4
816113,215,-117.296491,33.946108,0,32.36,4
816150,215,-117.298633,33.946285,1,30.75,5
816211,210,-117.533994,34.136903,3,9.4,3
816219,210,-117.49125,34.136855,2,12.15,3
816241,215,-117.309279,34.046728,1,39.88,3
816253,215,-117.326359,34.032837,1,38.48,3
816255,215,-117.3256,34.032833,0,38.48,3
816268,215,-117.338865,34.020623,1,37.37,3
816269,215,-117.338007,34.020618,0,37.37,3
816285,215,-117.334347,34.02439,0,37.81,3
816286,215,-117.335304,34.024396,1,37.81,3
816299,215,-117.323174,34.034853,0,38.75,3
816301,215,-117.325026,34.034341,1,38.75,3
816313,215,-117.304621,34.049067,0,40.19,3
816328,215,-117.307893,34.046987,0,39.96,3
816364,10,-117.213355,34.067025,3,29.16,4
816382,10,-117.229799,34.066939,2,28.17,4
816383,10,-117.229799,34.066939,3,28.17,4
816400,10,-117.247135,34.066911,3,27.14,4
816401,10,-117.247135,34.066911,2,27.14,4
1208190,91,-117.73068,33.86967,3,18.78,5
1208199,91,-117.72152,33.866437,2,19.43,4
1208208,91,-117.721734,33.866978,3,19.47,4
1208230,91,-117.702343,33.871369,3,20.72,4
1208260,91,-117.677232,33.869015,3,22.11,7
1208701,73,-117.676152,33.550919,0,0.9,3
1208703,73,-117.676455,33.550767,1,0.9,3
1208758,73,-117.678517,33.555272,1,1.22,3
1208760,73,-117.678194,33.555493,0,1.22,3
717765,I-405,-118.370294,33.902885,0,19.36,4
717766,I-405,-118.370518,33.907652,1,19.57,5
717769,I-405,-118.370335,33.912098,0,20.13,4
717770,I-710,-118.185403,33.90354,0,14.9,4
717772,I-405,-118.369444,33.958625,1,23.29,5
717776,I-405,-118.369262,33.961187,0,23.36,4
717777,I-405,-118.369793,33.96351,0,23.47,4
717779,I-405,-118.377764,33.971841,0,24.25,4
717787,I-405,-118.411239,34.003299,0,27.35,5
717788,I-405,-118.411732,34.003542,1,27.35,5
717790,I-405,-118.417479,34.011157,0,27.81,5
717794,I-405,-118.437938,34.035704,0,30.13,5
717795,I-405,-118.438157,34.035598,1,30.13,5
717798,I-405,-118.452263,34.056074,0,31.57,5
717799,I-405,-118.461608,34.067222,0,32.4,5
717800,I-405,-118.465871,34.072019,0,32.96,5
717801,I-405,-118.469907,34.077251,0,33.42,5
717804,I-405,-118.476047,34.094782,0,34.71,5
717806,I-405,-118.477012,34.124314,0,36.93,5
717807,I-405,-118.471043,34.139113,0,37.57,5
717809,I-405,-118.46974,34.148059,1,38.42,5
717816,I-405,-118.4686,34.15562,1,39.09,5
717818,I-405,-118.467528,34.172195,0,40.33,4
717823,I-405,-118.473255,34.202638,0,42.46,4
717824,I-405,-118.473303,34.22078,1,43.68,4
717825,I-405,-118.473074,34.22164,0,43.87,4
717826,I-405,-118.47318,34.235001,1,44.66,4
717827,I-405,-118.47292,34.236034,0,44.87,4
717828,I-405,-118.47238,34.25698,1,46.1,6
717829,I-405,-118.472359,34.258576,1,46.21,6
717833,I-605,-118.083705,33.83053,1,1.67,4
